	lon	rpoH	mopA	htpG	rpoE_rseABC	ibpAB	ecfABC	ecfH	fkpA	crp	araE	xprB_dsbC_recJ	lpxDA_fabZ	ppiA	dnaA	ptsHI_crr	cirA	cyaA	speC	araBAD	clpP	nagBACD	araJ	nupG	ecfK	fur	yhfA	srlAEBD_gutM_srlR_gutQ	fucPIKUR	mopB	mglBAC	malK_lamB_malM	uppS_cdsA_ecfE	fecIR	sodA	tnaLAB	deoCABD	fepB	glgS	htrA	acs	ebgAC	araC	ansB	fnr	himA	cytR	narK	gntKU	ivbL_ilvBN	icdA	hflB	arcA	fhuACDB	frdABCD	ecfD	malEFG	narL	appY	dcuB_fumB	focA_pflB	ecfG	melAB	tdcABCDEFG	gltA	fixABCX	hypABCDE	fucAO	nuoABCEFGHIJKLMN	aceBAK	caiTABCDE	malT	nrfABCDEFG	tsx	gntT	cydAB	manXYZ	appCBA	ompC	yjdHG	cpxAR	htpY	malI	dnaKJ	malS	grpE	deoR	pspABCDE	sdhCDAB_b0725_sucABCD	dmsABC	ostA_surA_pdxA	FruR	marRAB	cyoABCDE	tonB	soxS	nfo	rpoD	uhpT	caiF
lon	0.0	0.24876567535492672	0.3977616472868252	0.37267747850354815	0.13714483915231737	0.20289138173243124	0.3298072593514286	0.20076651283583452	0.1802814187380085	0.14204589960297911	0.0	0.14890223267487487	0.354850372723089	0.043436774132492764	0.0	0.03419518790657629	0.0	0.06878348228314475	0.0	0.0	0.67141209737489	0.0	0.0	0.0	0.1710842371065362	0.0	0.0	0.06364620864716443	0.0	0.2865042183552389	0.10162703057363577	0.0	0.16925495870206844	0.0	0.0	0.120582629396105	0.01166676221529768	0.0	0.0	0.0	0.0	0.11235866567707324	0.0	0.0	0.0	0.0	0.25037942998460966	0.0	0.0	0.0	0.0	0.3159834761280992	0.0	0.004507953980668793	0.2116615820394407	0.31314341154406666	0.0	0.0	0.0	0.23604865645602688	0.0	0.1834774794247247	0.0	0.0	0.0	0.1257199030320853	0.0	0.0	0.03119497060524344	0.032075805362361	0.0	0.022903018127730965	0.0	0.09566583742967806	0.008505674242594689	0.0	0.09182490967231144	0.0	0.0	0.3875894518662816	0.0	0.2928207751654055	0.07830210494537031	0.5707450898982197	0.04982788346067552	0.1949357280655376	0.0	0.0	0.0	0.0	0.1000137002400736	0.1132176584132902	0.0	0.06237571580948571	0.0	0.13006042880734	0.0	0.16115023187385888	0.0	0.0
rpoH	0.24876567535492672	0.0	0.5620253055436425	0.49305877686277866	0.145979049089065	0.5701239607242544	0.34785588040288995	0.2838753275253423	0.08991010895615105	0.0	0.06168065051306264	0.37398525872546795	0.4281671533299804	0.1807579378232848	0.0	0.0	0.0	0.09321810687007515	0.0	0.027094463381808633	0.49255293792066407	0.0	0.0	0.15789648259493422	0.19667032850548338	0.0	0.0	0.03705712432390668	0.0	0.3587574126507964	0.1178569738414296	0.07388352971330933	0.2752745728975441	0.0	0.021442491808826663	0.0	0.25183470185980505	0.0	0.010147357530005936	0.13150398208253486	0.0	0.23097046566143997	0.0	0.0	0.0	0.0	0.12477219806735444	0.0	0.07005588146251986	0.014331521018529967	0.01988656171216162	0.3220767796051235	0.0	0.0	0.0	0.21404045332337832	0.0	0.0	0.0	0.0	0.0	0.2454515467793339	0.0	0.0006805929087437863	0.0	0.0322027084835598	0.0	0.0583627496952197	0.08017132988664925	0.04252162524510152	0.024393572414024168	0.132352475940049	0.20599470464044614	0.21514016641779765	0.0	0.0	0.0	0.0	0.0	0.0	0.1740624114266553	0.4565274526563549	0.0	0.6555230635441038	0.0	0.42839529785164665	0.0	0.0	0.0	0.02232364635950607	0.23983075363023698	0.18072321083824341	0.14729729924598664	0.01076113956622618	0.0	0.16055553958665494	0.38563668651473865	0.37556587735841646	0.0	0.023012748812115943
mopA	0.3977616472868252	0.5620253055436425	0.0	0.42969275694189424	0.08946002725525089	0.49995641289615256	0.11909320765712887	0.1011331996389204	0.2887396489545954	0.0977405207497437	0.0	0.3535825129448256	0.09677186280602769	0.12036332209902306	0.0	0.15954804197510264	0.0	0.05010280708701804	0.0	0.01819537733767191	0.3616623251258227	0.0	0.0	0.0	0.21227363220373602	0.0	0.06434596925311656	0.0	0.004088757294448698	0.5401482034336449	0.0	0.05534118500635876	0.48840098669074616	0.0	0.001922887542972599	0.072114306893788	0.05879392960202461	0.0	0.0	0.420657278082845	0.0	0.18990851563452477	0.0	0.0	0.22496709536388837	0.0	0.25117296436153985	0.0	0.24602128917921495	0.0	0.26409983686429805	0.33812223016303555	0.0	0.008674092653168076	0.24262323249814158	0.30127031220329126	0.09671283293104936	0.2156129347907397	0.12160583173028605	0.0	0.0	0.2311895855755574	0.0	0.07624383425908711	0.032244930871734453	0.06562161612977725	0.1609901043548057	0.018166548186189898	0.18765823343253824	0.27434462115332847	0.0	0.19036459638634243	0.1115150802679266	0.28303247016831934	0.002127051463225609	0.2140714253607251	0.0	0.11939152982994347	0.0	0.0	0.0	0.5260967804020141	0.0	0.5443674283755338	0.030951417756488762	0.44955443873172285	0.0	0.0	0.0	0.06147383297332016	0.22295414894736748	0.0	0.1262987289261362	0.11172986043128968	0.004922836481107049	0.3772335638971877	0.1690546095902213	0.25657675865868057	0.0	0.12094248447801279
htpG	0.37267747850354815	0.49305877686277866	0.42969275694189424	0.0	0.28812872054221506	0.4396674205183882	0.07322505098094277	0.0	0.1466781534701331	0.16624761321894221	0.0	0.26926976556915555	0.1687627713058095	0.1890797159170322	0.0	0.0894421017726319	0.0	0.050504164509598166	0.0	0.039149834154023795	0.7348662760429047	0.0	0.0	0.1274992744480609	0.23161616475783645	0.0	0.12225132251796038	0.0	0.0	0.4855907115177225	0.02817108666902528	0.0	0.17673797808862501	0.0	0.07037631910674648	0.08577632045481914	0.237240091567546	0.0	0.0	0.30289699636164763	0.0	0.1267101398434406	0.0	0.06503889705800255	0.011956748982485525	0.0	0.31061385619941206	0.0	0.06814024248220867	0.0	0.07987551543427143	0.6195835590206199	0.0	0.07386750212975686	0.04703938106999188	0.38200452804614693	0.04647702962179903	0.11777324801592884	0.03383518646785279	0.1491351807448855	0.004532601201115315	0.29187304614003284	0.002480738920816518	0.020786681873590934	0.0	0.0	0.14698372895577347	0.032601595968109846	0.0	0.004781185183201627	0.0	0.1353057776332838	0.13452245123033837	0.30334494325407424	0.0	0.0	0.0	0.011047997796597394	0.03675595810833626	0.02976578845534416	0.1544001894416742	0.6154399335342576	0.0	0.46973384033186394	0.007941507999486883	0.8124150575795142	0.0	0.0	0.0	0.0	0.07619080718795881	0.32308220368731777	0.2699508093257057	0.03530841136161349	0.0	0.16818002423354705	0.014115678971182996	0.23272649764805728	0.0	0.019084404315636908
rpoE_rseABC	0.13714483915231737	0.145979049089065	0.08946002725525089	0.28812872054221506	0.0	0.48998359197295244	0.4936972433685886	0.6298430310650788	0.5544332021654197	0.05643153788355583	0.039626578651334496	0.5071731547488848	0.6158235064118287	0.10673808395878254	0.0	0.0	0.0	0.0	0.0	0.039626578651334496	0.1466994883203325	0.001732694041433298	0.04614227415130754	0.21334443874903036	0.41525416221884326	0.0	0.023134505561607316	0.0	0.013675574114299975	0.3874107552062554	0.0	0.02210188336595618	0.42566255304992917	0.0	0.0	0.1854725479808353	0.19328865542249762	0.0	0.0	0.11761762685473684	0.012304179499164306	0.0	0.0	0.0	0.0	0.11579661738474961	0.4762300705051513	0.21755852623148172	0.08995057502159146	0.11590157955862654	0.0	0.15572120724337726	0.0	0.01243359980152058	0.0	0.4344552737044046	0.0	0.026998564679500757	0.0	0.3745597504695439	0.0	0.5703893642586001	0.0	0.09690267985570199	0.0	0.0	0.0	0.013291876452175668	0.21977318423658385	0.0	0.016490248773672268	0.1625346595626781	0.12427461172136053	0.15132877003217451	0.022516150384438657	0.0	0.06900296781968851	0.0	0.0	0.0	0.14613636089290036	0.23067104249669898	0.0	0.19712320448537438	0.0	0.11308444621280825	0.0	0.0	0.09630584805984425	0.0	0.5267419023873463	0.0	0.0	0.0	0.15864680164187606	0.500032211061827	0.08466238859908219	0.5884212212357163	0.0	0.27908739206146654
ibpAB	0.20289138173243124	0.5701239607242544	0.49995641289615256	0.4396674205183882	0.48998359197295244	0.0	0.23240570069860506	0.23771094497491949	0.23538813722270244	0.0	0.06092912602479886	0.28122188016056354	0.30747972160690584	0.06458983658421652	0.0	0.004375319040479373	0.0	0.0	0.0	0.0	0.3361495790471598	0.0913161127077973	0.0	0.012933184889826045	0.4478592449843505	0.0	0.0	0.0	0.0	0.44851723603240184	0.020733205849435807	0.0	0.22070958837180782	0.0	0.06274382773021861	0.11949535412732798	0.07538312452604196	0.0	0.0	0.43707479080022016	0.0	0.0	0.0	0.0	0.07939520007639747	0.15310651538919678	0.16984681606507254	0.0	0.010926807604271706	0.0	0.024117487820727066	0.7153569901106599	0.0	0.0	0.03836329946344961	0.28361059707334024	0.11849650606829187	0.13685001131926527	0.0	0.0	0.0	0.2046327293419423	0.0	0.0282835424722636	0.0	0.039926405597524806	0.08938195564760074	0.0	0.06897897826566068	0.0	0.0	0.047840873897350325	0.1272955199390678	0.29836207311299695	0.0	0.05745844542352489	0.0	0.1418113886013467	0.1620099342951526	0.0	0.16306230429686738	0.5483328068007023	0.0	0.40763060627824793	0.0	0.3547833254688113	0.0	0.017571634723355694	0.0	0.0	0.2959612260682851	0.0	0.0	0.0	0.14053425049604037	0.16328757486933426	0.3384516050363501	0.16806850285621042	0.0	0.0
ecfABC	0.3298072593514286	0.34785588040288995	0.11909320765712887	0.07322505098094277	0.4936972433685886	0.23240570069860506	0.0	0.555679313390341	0.35934106968848556	0.0	0.0	0.3271819394011539	0.46973257122067286	0.039320217967942654	0.0	0.0	0.0	0.0	0.0	0.044939105731206554	0.2012952025018099	0.004204526008682626	0.0	0.02521437794923878	0.5051455848135274	0.07552570242027476	0.0	0.0	0.0	0.059724955409072626	0.0	0.0	0.37802926081770455	0.0	0.1849425538918404	0.012850452929197915	0.12846727097031313	0.0	0.026607662820413686	0.0	0.0	0.0	0.02939164185207438	0.0	0.0	0.0	0.4153049736415486	0.17350248528542592	0.0	0.07496075648663082	0.0	0.11249049885870871	0.0	0.0	0.22430766892984694	0.6214991922903753	0.0	0.0	0.0	0.3150827385101081	0.0	0.6914477494579554	0.0	0.0	0.0	0.0	0.0	0.0	0.22127812034902136	0.0	0.02183570031905	0.1290954777807059	0.0	0.20132635259067935	0.0	0.0	0.0	0.0	0.0	0.16130686384775345	0.07680297187477368	0.2746432484110498	0.04086568131928755	0.282824812916286	0.0	0.0	0.0	0.0	0.0	0.0	0.6677201516163097	0.030394918207010922	0.0	0.0	0.0376329784433904	0.5208892494000389	0.4090385557586199	0.5077093494059837	0.0	0.0
ecfH	0.20076651283583452	0.2838753275253423	0.1011331996389204	0.0	0.6298430310650788	0.23771094497491949	0.555679313390341	0.0	0.6603695666190527	0.0	0.0	0.16489788528877122	0.6774466252789674	0.0	0.0	0.0	0.0	0.0	0.0	0.07270540758532996	0.02740937021070606	0.0	0.0	0.22436423215876541	0.30338146412959766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4246073927800844	0.0029136828164127975	0.36765228358295593	0.1437151825325656	0.1044046673070302	0.03235996183009277	0.01370480883099867	0.219410928291686	0.0	0.0	0.0	0.0	0.0	0.025561906006520856	0.5234704825506723	0.0	0.08272183242386204	0.0692913572932782	0.0	0.19778887820822136	0.03582640477059159	0.0	0.0	0.5452010131993589	0.0	0.0	0.0	0.09802527285269823	0.0419839250170714	0.6004760012795546	0.0	0.0	0.0	0.06091209625460162	0.0	0.08514564895265145	0.0	0.0	0.08046941825103057	0.051747181126127036	0.0	0.11169218385893091	0.010447737464241021	0.0	0.015971646434494488	0.0179162190266997	0.0	0.44539445519070103	0.0	0.27682455826297786	0.0	0.3409865712755727	0.02994389583072161	0.047904905519570724	0.0	0.0	0.0	0.0	0.6239558664102804	0.11036441021792291	0.011462459805092263	0.0	0.026902357051171995	0.5162413737341204	0.41771021139748504	0.7438154307183552	0.005955221595962414	0.0
fkpA	0.1802814187380085	0.08991010895615105	0.2887396489545954	0.1466781534701331	0.5544332021654197	0.23538813722270244	0.35934106968848556	0.6603695666190527	0.0	0.0	0.0	0.22971358945659465	0.6515146468072062	0.11923706992327239	0.2269973842406253	0.031044205190131575	0.0	0.0	0.0	0.0	0.35755213968005845	0.0	0.023385855882826503	0.0	0.30361289013613046	0.08740899018928601	0.0043303398139410655	0.0	0.010311956681100047	0.2983230661473221	0.0	0.0	0.4983187332654105	0.0	0.27668976950835295	0.08473475118668951	0.28119152771259576	0.0	0.0	0.27359403742041927	0.0	0.024119027360678915	0.0	0.0	0.0476084094815896	0.010956128463677394	0.6005123538269863	0.031132017327251422	0.001836216394691263	0.0	0.004980091966283811	0.19905801225833727	0.06102872325024509	0.05144881247486237	0.20796437656116246	0.5702336599370977	0.0	0.0	0.1031904184944145	0.14389223463320647	0.35007210322787125	0.5953189601326724	0.0	0.09132206997436784	0.0	0.0	0.044263866353524396	0.0008951053507494283	0.14632453644433854	0.3644301146355473	0.10900890488525718	0.07969424536347237	0.0	0.10890331329528107	0.014444871140600717	0.12354833643650022	0.0	0.10516928345927037	0.11974903681688069	0.21836721664624179	0.0	0.4143220585191699	0.0	0.1903271739302465	0.0	0.2162043634090704	0.28451149289110017	0.0	0.03745368886829985	0.19972103872486943	0.6374832492510548	0.17283616750920275	0.0	0.1069258291929762	0.008009005324764902	0.5832051835526917	0.1434913723691504	0.5659622373007835	0.0022569456631427384	0.30721417728493666
crp	0.14204589960297911	0.0	0.0977405207497437	0.16624761321894221	0.05643153788355583	0.0	0.0	0.0	0.0	0.0	0.337279787692031	0.08860788105614616	0.0	0.09795010720890798	0.0	0.28022309053761746	0.1730399240141571	0.4502047001521389	0.416078293215029	0.4672642601975857	0.03113229477672129	0.21811287655938216	0.3933838240423427	0.012127151939454768	0.03662744636665903	0.18639096285076437	0.4568403913747519	0.4068252375293378	0.4184291991846987	0.021608531543402407	0.3978306806057641	0.4761147515800793	0.025165979906380222	0.23581977860179731	0.0	0.4839650849558721	0.0	0.20972960501208707	0.43326872837206754	0.03589250202506775	0.25319759446951584	0.3794897525467889	0.27508927843197095	0.19604898984884447	0.03411286919463854	0.09276743597343702	0.0	0.0	0.3978012098480407	0.39541450100682446	0.17599409812619138	0.0	0.0	0.29300851088050567	0.0	0.09711758604592126	0.3900853405131541	0.05076877851903271	0.08328950165444232	0.059576065381737986	0.2063733138442484	0.0	0.49207563552023753	0.3441671513417249	0.2681108631422454	0.268445745608584	0.04206018884184625	0.3494323114942804	0.0	0.1950964601431422	0.2603314369478591	0.5067583456616488	0.0	0.0	0.5099165461522119	0.15451575210613855	0.3162129689916053	0.0	0.1933582338284099	0.0	0.08570184458915084	0.0	0.19442351323284837	0.0	0.4310364754156857	0.046369069762487745	0.0	0.04848969437146381	0.1621166158522698	0.0	0.0	0.001949940003618197	0.015331662514997978	0.04992705212370291	0.263142153297532	0.002054377505659853	0.0	0.03327310357402439	0.4531195243177849	0.0
