	lon	rpoH	mopA	htpG	rpoE_rseABC	ibpAB	ecfABC	ecfH	fkpA	crp	araE	xprB_dsbC_recJ	lpxDA_fabZ	ppiA	dnaA	ptsHI_crr	cirA	cyaA	speC	araBAD	clpP	nagBACD	araJ	nupG	ecfK	fur	yhfA	srlAEBD_gutM_srlR_gutQ	fucPIKUR	mopB	mglBAC	malK_lamB_malM	uppS_cdsA_ecfE	fecIR	sodA	tnaLAB	deoCABD	fepB	glgS	htrA	acs	ebgAC	araC	ansB	fnr	himA	cytR	narK	gntKU	ivbL_ilvBN	icdA	hflB	arcA	fhuACDB	frdABCD	ecfD	malEFG	narL	appY	dcuB_fumB	focA_pflB	ecfG	melAB	tdcABCDEFG	gltA	fixABCX	hypABCDE	fucAO	nuoABCEFGHIJKLMN	aceBAK	caiTABCDE	malT	nrfABCDEFG	tsx	gntT	cydAB	manXYZ	appCBA	ompC	yjdHG	cpxAR	htpY	malI	dnaKJ	malS	grpE	deoR	pspABCDE	sdhCDAB_b0725_sucABCD	dmsABC	ostA_surA_pdxA	FruR	marRAB	cyoABCDE	tonB	soxS	nfo	rpoD	uhpT	caiF
lon	0.0	0.06827800707358977	0.10098318163232504	0.13004067686132806	0.022931477834672087	0.34027219155778915	0.008837069923585222	0.022931477834672087	0.022931477834672087	0.0	0.0122414454900244	0.05397891149691187	0.022931477834672087	0.0	0.13946787085738166	0.18188634224654132	0.0	0.00903194052468567	0.0	0.0	0.13004067686132806	0.0969060115695561	0.07178697048829645	0.0	0.022931477834672087	0.0	0.02509775984063739	0.057297582719794085	0.02509775984063739	0.004195387034783136	0.0	0.02509775984063739	0.022931477834672087	0.024214901288788972	0.10656208611199983	0.03588049668849282	0.0	0.0	0.0	0.07728527982414175	0.1474835763900928	0.0	0.07190894933020878	0.03070255442835426	0.0	0.052809531903734296	0.08358468429756394	0.7501036334979538	0.02509775984063739	0.02509775984063739	0.19054084407302324	0.130040676861328	0.04679977395273074	0.0	0.07467837071289536	0.0	0.0	0.13946787085738166	0.0039586843676429825	0.0	0.17980547376979603	0.022931477834672087	0.009031940524685717	0.056701915177145776	0.0	0.035880496688492754	0.0378953629528296	0.02509775984063739	0.0	0.04184544163373488	0.12236493127396962	0.0	0.7501036334979538	0.07800227478465929	0.0	0.0	0.0	0.04679977395273074	0.05280953190373429	0.19626921396599228	0.13590646839372622	0.05217445243862557	0.08157815600387901	0.3511418163396758	0.00903194052468567	0.130040676861328	0.18654379627102607	0.09953002517084919	0.0039586843676429825	0.0	0.0033066590908483987	0.29091207089416815	0.09168884833777874	0.0	0.1851939660596826	0.004195387034783167	0.03400547455289003	0.022931477834672087	0.02509775984063739	0.11644064888598164
rpoH	0.06827800707358977	0.0	0.12499778591304905	0.14513975528425913	0.03459698432157518	0.0060756976337683665	0.09430100075407859	0.03459698432157518	0.03459698432157518	0.02172216282422451	0.0	0.0	0.03459698432157518	0.005900265443526476	0.03483961690015579	0.025645320152779885	0.06649123470307422	0.0	0.02172216282422451	0.02172216282422451	0.14513975528425913	0.0	0.011150810196371397	0.0	0.03459698432157518	0.0	0.0005622456036967211	0.0	0.0005622456036967211	0.2803681470141617	0.02172216282422451	0.0005622456036967211	0.03459698432157518	0.04131290984828337	0.0	0.0	0.034920548533914714	0.1133246278481406	0.02172216282422451	0.0	0.006371498127363771	0.02172216282422451	0.01852052157338898	0.29695320395206354	0.0	0.0	0.0	0.06827800707359018	0.0005622456036967211	0.0005622456036967211	0.015478497373178565	0.14513975528425913	0.0	0.02508872570453088	0.0	0.0	0.02172216282422451	0.03483961690015579	0.0	0.0	0.1764224146527586	0.03459698432157518	0.0	0.0	0.005900265443526476	0.0	0.0	0.0005622456036967211	0.0009250010748727924	0.0	0.0	0.02172216282422451	0.06827800707359018	0.0	0.02172216282422451	0.0	0.0	0.0	0.0	0.0	0.0	0.18175823530457508	0.0	0.11550463822746536	0.0	0.14513975528425913	0.05412296384459817	0.0	0.0	0.0	0.1855975011781451	0.02725180696048896	0.0	0.005900265443526476	0.0	0.28036814701416174	0.5476703818769805	0.03459698432157518	0.0005622456036967211	0.016323948484221692
mopA	0.10098318163232504	0.12499778591304905	0.0	0.20087599241051404	0.08313776682080316	0.09125537030097415	0.04887659371703834	0.08313776682080316	0.08313776682080316	0.0	0.02010348971157467	0.0	0.08313776682080316	0.12510309634502365	0.0	0.0	0.06457144674713933	0.0	0.0	0.0	0.20087599241051404	0.0	0.07968287904467794	0.0	0.08313776682080316	0.0	0.04577660893396848	0.03358968573032202	0.04577660893396848	0.05600075028922346	0.0	0.04577660893396848	0.08313776682080316	0.05341325528160346	0.08576761895703351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006120916493977621	0.04825055397017879	0.0	0.03755627530865854	0.0	0.10098318163232504	0.04577660893396848	0.04577660893396848	0.0	0.20087599241051401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05809106273498475	0.0	0.08313776682080316	0.0	0.0	0.12510309634502365	0.0	0.0	0.04577660893396848	0.0	0.0	0.03161801475062448	0.0	0.10098318163232504	0.0	0.0	0.0	0.0	0.0	0.03755627530865854	0.0	0.0	0.21046521848728636	0.02953389610764533	0.07269520471847422	0.0	0.20087599241051401	0.0	0.0	0.0	0.0	0.2665359931576701	0.0	0.0	0.12510309634502365	0.0	0.05600075028922347	0.22087000959697256	0.08313776682080316	0.04577660893396848	0.0
htpG	0.13004067686132806	0.14513975528425913	0.20087599241051404	0.0	0.07970365180226771	0.14333196899069325	0.0	0.07970365180226771	0.07970365180226771	0.000506771184552732	0.00867787186259743	0.0	0.07970365180226771	0.014063330951056184	0.0	0.0	0.019626218215755057	0.0	0.000506771184552732	0.000506771184552732	0.6185666933758324	0.05305396252684466	0.0	0.0749501124440866	0.07970365180226771	0.06226889379776024	0.006978008441049199	0.23872102829445765	0.006978008441049199	0.00861523067664549	0.000506771184552732	0.006978008441049199	0.07970365180226771	0.0	0.1273086889248727	0.0	0.011004525039939898	0.09058831218963696	0.000506771184552732	0.04465473447269221	0.07626918737681952	0.000506771184552732	0.02050177238481497	0.04767138152233037	0.0	0.07248524997379895	0.13477784687283298	0.13004067686132784	0.006978008441049199	0.006978008441049199	0.03671808527982803	0.6185666933758324	0.10958405152073099	0.016361637847275977	0.0	0.005354985697520495	0.000506771184552732	0.0	0.0	0.08941346772565965	0.0	0.07970365180226771	0.0	0.0	0.014063330951056184	0.0	0.0	0.006978008441049199	0.0	0.0348123897816395	0.04363966572063722	0.000506771184552732	0.13004067686132784	0.10976685811679299	0.000506771184552732	0.0	0.062268893797760204	0.10958405152073102	0.07248524997379893	0.014388406308659011	0.0	0.02420869193789176	0.0	0.16058650528088222	0.0	0.6185666933758324	0.03842511954817021	0.0	0.0	0.0	0.02664762579509922	0.11481887258779011	0.0	0.014063330951056184	0.07470606119219543	0.008615230676645522	0.15054509025020368	0.07970365180226771	0.006978008441049199	0.16115614283256785
rpoE_rseABC	0.022931477834672087	0.03459698432157518	0.08313776682080316	0.07970365180226771	0.0	0.018313861609248423	0.23635172724544243	0.4309812727010119	0.4309812727010119	0.0	0.03269367011128204	0.11063103046239166	0.4309812727010119	0.06510681586321969	0.0	0.09088525573570293	0.10810693539048066	0.0	0.0	0.0	0.07970365180226771	0.0	0.0005589789001130447	0.0781863046641088	0.4309812727010119	0.0	0.0007028060922019115	0.0	0.0007028060922019115	0.1359793883192523	0.0	0.0007028060922019115	0.4309812727010119	0.01655626003882633	0.07963826510150945	0.0	0.08313782144304231	0.005806048619540746	0.0	0.10914442188760792	0.047546462811962564	0.0	0.05568172279830269	0.08333241484688807	0.04923222866864778	0.09107100755038813	0.08995383502852253	0.022931477834672094	0.0007028060922019115	0.0007028060922019115	0.014234378712538104	0.07970365180226763	0.014561595810376353	0.012037962244020897	0.051194688111975056	0.19187499342491374	0.0	0.0	0.03707073142336991	0.1267374696472225	0.0	0.4309812727010119	0.0	0.030992823282608578	0.06510681586321963	0.0	0.056165639173371286	0.0007028060922019115	0.02428231218445113	0.1285410803686025	0.022659784255806923	0.0	0.022931477834672087	0.05252381977162408	0.0	0.049232228668647876	0.0	0.014561595810376356	0.09107100755038812	0.0033599934216793532	0.0	0.14861746119287883	0.009065317453840368	0.04536069181562734	0.0	0.07970365180226763	0.036982116032283525	0.0591212872526413	0.037070731423369904	0.0	0.0858898715716605	0.0	0.05898147855346831	0.06510681586321965	0.08131749561643396	0.13597938831925235	0.04598157561973216	0.4309812727010119	0.0007028060922019115	0.15869680383489757
ibpAB	0.34027219155778915	0.0060756976337683665	0.09125537030097415	0.14333196899069325	0.018313861609248423	0.0	0.0	0.018313861609248423	0.018313861609248423	0.015582516510061734	0.0	0.0	0.018313861609248423	0.0	0.017614755770742854	0.0	0.0	0.006792569632908732	0.015582516510061734	0.015582516510061734	0.14333196899069325	0.0	0.057582894642322434	0.0	0.018313861609248423	0.0	0.05821175794381825	0.0	0.05821175794381825	0.0	0.015582516510061734	0.05821175794381825	0.018313861609248423	0.08309054618348564	0.053522640707197325	0.0	0.0	0.0	0.015582516510061734	0.0	0.04472280436751819	0.015582516510061734	0.0	0.0	0.0	0.0	0.0	0.34027219155778915	0.05821175794381825	0.05821175794381825	0.041319552243391955	0.14333196899069323	0.0	0.0	0.0	0.0	0.015582516510061734	0.017614755770742854	0.0	0.0	0.011575475998245686	0.018313861609248423	0.006792569632908732	0.0	0.0	0.0	0.0	0.05821175794381825	0.0	0.0	0.0	0.015582516510061734	0.34027219155778915	0.08819045644501823	0.015582516510061734	0.0	0.0	0.0	0.0	0.13334012493555145	0.03887416488052118	0.007400676651345442	0.0	0.2994050664161735	0.006792569632908732	0.14333196899069323	0.0	0.0	0.0	0.0	0.0	0.20706696152630436	0.0	0.0	0.0	0.0	0.040053421046791826	0.018313861609248423	0.05821175794381825	0.0
ecfABC	0.008837069923585222	0.09430100075407859	0.04887659371703834	0.0	0.23635172724544243	0.0	0.0	0.23635172724544243	0.23635172724544243	0.0	0.0	0.12236602104456322	0.23635172724544243	0.05519625456782499	0.06434379415089932	0.12509148355215272	0.11302000665772544	0.014188174429849756	0.0	0.0	0.0	0.03263722349086878	0.0	0.005757548768905379	0.23635172724544243	0.0	0.0683829868162664	0.0	0.0683829868162664	0.02650818584441069	0.0	0.0683829868162664	0.23635172724544243	0.03801489663859096	0.24609180204308218	0.017055509781383146	0.018132892139262228	0.0	0.0	0.06518939006267918	0.0417514889751813	0.0	0.04305406110564031	0.0	0.032341775451585425	0.07602578908495243	0.04278181885336385	0.008837069923584953	0.0683829868162664	0.0683829868162664	0.24862581516586507	0.0	0.029740300192272723	0.0	0.18578926183445896	0.194490337443856	0.0	0.06434379415089932	0.019573159256345504	0.005087756961373822	0.03228880303590944	0.23635172724544243	0.0141881744298498	0.0	0.05519625456782499	0.01705550978138308	0.0	0.0683829868162664	0.0	0.1009907564149474	0.0	0.0	0.008837069923584953	0.0	0.0	0.032341775451585515	0.0	0.029740300192272723	0.07602578908495243	0.0	0.0	0.04805700294282401	0.016512776730782767	0.03784466190445103	0.014188174429849754	0.0	0.0	0.06461445258795466	0.0195731592563455	0.0	0.07405142054187874	0.002968486439736813	0.1254370104409061	0.05519625456782499	0.0	0.026508185844410725	0.002221450285152733	0.23635172724544243	0.0683829868162664	0.15347688487004546
ecfH	0.022931477834672087	0.03459698432157518	0.08313776682080316	0.07970365180226771	0.4309812727010119	0.018313861609248423	0.23635172724544243	0.0	0.4309812727010119	0.0	0.03269367011128204	0.11063103046239166	0.4309812727010119	0.06510681586321969	0.0	0.09088525573570293	0.10810693539048066	0.0	0.0	0.0	0.07970365180226771	0.0	0.0005589789001130447	0.0781863046641088	0.4309812727010119	0.0	0.0007028060922019115	0.0	0.0007028060922019115	0.1359793883192523	0.0	0.0007028060922019115	0.4309812727010119	0.01655626003882633	0.07963826510150945	0.0	0.08313782144304231	0.005806048619540746	0.0	0.10914442188760792	0.047546462811962564	0.0	0.05568172279830269	0.08333241484688807	0.04923222866864778	0.09107100755038813	0.08995383502852253	0.022931477834672094	0.0007028060922019115	0.0007028060922019115	0.014234378712538104	0.07970365180226763	0.014561595810376353	0.012037962244020897	0.051194688111975056	0.19187499342491374	0.0	0.0	0.03707073142336991	0.1267374696472225	0.0	0.4309812727010119	0.0	0.030992823282608578	0.06510681586321963	0.0	0.056165639173371286	0.0007028060922019115	0.02428231218445113	0.1285410803686025	0.022659784255806923	0.0	0.022931477834672087	0.05252381977162408	0.0	0.049232228668647876	0.0	0.014561595810376356	0.09107100755038812	0.0033599934216793532	0.0	0.14861746119287883	0.009065317453840368	0.04536069181562734	0.0	0.07970365180226763	0.036982116032283525	0.0591212872526413	0.037070731423369904	0.0	0.0858898715716605	0.0	0.05898147855346831	0.06510681586321965	0.08131749561643396	0.13597938831925235	0.04598157561973216	0.4309812727010119	0.0007028060922019115	0.15869680383489757
fkpA	0.022931477834672087	0.03459698432157518	0.08313776682080316	0.07970365180226771	0.4309812727010119	0.018313861609248423	0.23635172724544243	0.4309812727010119	0.0	0.0	0.03269367011128204	0.11063103046239166	0.4309812727010119	0.06510681586321969	0.0	0.09088525573570293	0.10810693539048066	0.0	0.0	0.0	0.07970365180226771	0.0	0.0005589789001130447	0.0781863046641088	0.4309812727010119	0.0	0.0007028060922019115	0.0	0.0007028060922019115	0.1359793883192523	0.0	0.0007028060922019115	0.4309812727010119	0.01655626003882633	0.07963826510150945	0.0	0.08313782144304231	0.005806048619540746	0.0	0.10914442188760792	0.047546462811962564	0.0	0.05568172279830269	0.08333241484688807	0.04923222866864778	0.09107100755038813	0.08995383502852253	0.022931477834672094	0.0007028060922019115	0.0007028060922019115	0.014234378712538104	0.07970365180226763	0.014561595810376353	0.012037962244020897	0.051194688111975056	0.19187499342491374	0.0	0.0	0.03707073142336991	0.1267374696472225	0.0	0.4309812727010119	0.0	0.030992823282608578	0.06510681586321963	0.0	0.056165639173371286	0.0007028060922019115	0.02428231218445113	0.1285410803686025	0.022659784255806923	0.0	0.022931477834672087	0.05252381977162408	0.0	0.049232228668647876	0.0	0.014561595810376356	0.09107100755038812	0.0033599934216793532	0.0	0.14861746119287883	0.009065317453840368	0.04536069181562734	0.0	0.07970365180226763	0.036982116032283525	0.0591212872526413	0.037070731423369904	0.0	0.0858898715716605	0.0	0.05898147855346831	0.06510681586321965	0.08131749561643396	0.13597938831925235	0.04598157561973216	0.4309812727010119	0.0007028060922019115	0.15869680383489757
crp	0.0	0.02172216282422451	0.0	0.000506771184552732	0.0	0.015582516510061734	0.0	0.0	0.0	0.0	0.06361768692885172	0.0528287116443	0.0	0.038852799121084566	0.004024041026380631	0.019554161110836965	0.07082396251491364	0.1259473142631115	0.3826772368151095	0.3826772368151095	0.000506771184552732	0.04447049816172063	0.005732988991981712	0.0	0.0	0.091807153579526	0.12610905795791863	0.06202252447105763	0.12610905795791863	0.0	0.3826772368151095	0.12610905795791863	0.0	0.0	0.04418982969716149	0.054254397949280816	0.0	0.0	0.3826772368151095	0.0	0.0	0.3826772368151095	0.05477328076274994	0.018304509341069825	0.004614515603988557	0.0	0.02943006913323151	0.0	0.12610905795791863	0.12610905795791863	0.0	0.000506771184552651	0.0	0.0	0.0010322569048911324	0.0	0.3826772368151095	0.004024041026380631	0.010124435873806388	0.0005262228148705079	0.02048976600741495	0.0	0.12594731426311154	0.043361128929070104	0.038852799121084525	0.05425439794928075	0.013238273598902566	0.12610905795791863	0.12195378179119991	0.06828537287884365	0.007115046372701577	0.38267723681510957	0.0	0.13019135150996675	0.38267723681510957	0.00461451560398865	0.09180715357952597	0.0	0.0	0.04353840188088113	0.0	0.0	0.04189181999611353	0.0	0.12594731426311145	0.000506771184552651	0.0	0.0	0.010124435873806386	0.02722873036532993	0.022837423336854186	0.0	0.0	0.03885279912108453	0.0	0.0	0.01037912368983442	0.0	0.12610905795791863	0.0
