	lon	rpoH	mopA	htpG	rpoE_rseABC	ibpAB	ecfABC	ecfH	fkpA	crp	araE	xprB_dsbC_recJ	lpxDA_fabZ	ppiA	dnaA	ptsHI_crr	cirA	cyaA	speC	araBAD	clpP	nagBACD	araJ	nupG	ecfK	fur	yhfA	srlAEBD_gutM_srlR_gutQ	fucPIKUR	mopB	mglBAC	malK_lamB_malM	uppS_cdsA_ecfE	fecIR	sodA	tnaLAB	deoCABD	fepB	glgS	htrA	acs	ebgAC	araC	ansB	fnr	himA	cytR	narK	gntKU	ivbL_ilvBN	icdA	hflB	arcA	fhuACDB	frdABCD	ecfD	malEFG	narL	appY	dcuB_fumB	focA_pflB	ecfG	melAB	tdcABCDEFG	gltA	fixABCX	hypABCDE	fucAO	nuoABCEFGHIJKLMN	aceBAK	caiTABCDE	malT	nrfABCDEFG	tsx	gntT	cydAB	manXYZ	appCBA	ompC	yjdHG	cpxAR	htpY	malI	dnaKJ	malS	grpE	deoR	pspABCDE	sdhCDAB_b0725_sucABCD	dmsABC	ostA_surA_pdxA	FruR	marRAB	cyoABCDE	tonB	soxS	nfo	rpoD	uhpT	caiF
lon	0.0	0.0	0.0	0.41653351525230864	0.0	0.42414656485015095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28318621377530234	0.3618176680286844	0.0	0.0	0.0	0.0	0.41653351525230864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.345258149353443	0.41653351525230864	0.0	0.0	0.0	0.0	0.0	0.28318621377530234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33154233898598967	0.0	0.0	0.48221607278616135	0.0	0.41653351525230864	0.2641220069865321	0.0	0.0	0.0	0.0	0.38856216694427903	0.0	0.0	0.2923013181582865	0.0	0.0	0.0	0.31904927433129343	0.0
rpoH	0.0	0.0	0.0	0.3061341731220736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3061341731220736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3731938112513707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3061341731220736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3061341731220736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3731938112513707	0.44552700723331695	0.0	0.0	0.0
mopA	0.0	0.0	0.0	0.35670192369045306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35670192369045306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35670192369045306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33984775417957364	0.0	0.0	0.0	0.35670192369045306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
htpG	0.41653351525230864	0.3061341731220736	0.35670192369045306	0.0	0.3925556659069738	0.0	0.0	0.3925556659069738	0.3925556659069738	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9541526855832907	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.4032535391253209	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9541526855832907	0.32297074129586645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3337717878803708	0.0	0.0	0.0	0.32297074129586645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9541526855832907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.20390096870242624
rpoE_rseABC	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.46670168270885753	0.9646551678797636	0.9646551678797636	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.43158115049085555	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.37719827397474287	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37719827397474287	0.0	0.9646551678797636	0.0	0.0
ibpAB	0.42414656485015095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42414656485015095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42414656485015095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ecfABC	0.0	0.0	0.0	0.0	0.46670168270885753	0.0	0.0	0.46670168270885753	0.46670168270885753	0.0	0.0	0.0	0.46670168270885753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46670168270885753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46670168270885753	0.0	0.33060425094595636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3663845411357206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46670168270885753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46670168270885753	0.0	0.0
ecfH	0.0	0.0	0.0	0.3925556659069738	0.9646551678797636	0.0	0.46670168270885753	0.0	0.9646551678797636	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.43158115049085555	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.37719827397474287	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37719827397474287	0.0	0.9646551678797636	0.0	0.0
fkpA	0.0	0.0	0.0	0.3925556659069738	0.9646551678797636	0.0	0.46670168270885753	0.9646551678797636	0.0	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.43158115049085555	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.37719827397474287	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9646551678797636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925556659069738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37719827397474287	0.0	0.9646551678797636	0.0	0.0
crp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39699134686632903	0.8980531643825205	0.8980531643825205	0.0	0.0	0.0	0.0	0.0	0.0	0.5149367756622015	0.0	0.5149367756622015	0.0	0.8980531643825205	0.5149367756622015	0.0	0.0	0.0	0.0	0.0	0.0	0.8980531643825205	0.0	0.0	0.8980531643825205	0.0	0.0	0.0	0.0	0.0	0.0	0.5149367756622015	0.5149367756622015	0.0	0.0	0.0	0.0	0.0	0.0	0.8980531643825205	0.0	0.0	0.0	0.0	0.0	0.39699134686632903	0.0	0.0	0.0	0.0	0.5149367756622015	0.0	0.0	0.0	0.8980531643825205	0.0	0.35267827102469895	0.8980531643825205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39699134686632903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5149367756622015	0.0
